time,lat,lon,depth,cell_abundance_picoeuk,cell_abundance_prochloro,cell_abundance_synecho,diameter_picoeuk,diameter_prochloro,diameter_synecho,carbon_quota_picoeuk,carbon_quota_prochloro,carbon_quota_synecho,carbon_biomass_picoeuk,carbon_biomass_prochloro,carbon_biomass_synecho
2023-02-04T03:42:36.000Z,4.867,-139.9975,5,10.7690786057939,154.889285549851,11.6911330054246,1.79292333333333,0.622933333333333,0.804993333333333,0.675549366670555,0.0441211336232558,0.0854940375218004,7.27367264986414,6.83333739946305,0.999936091107646
2023-02-04T15:13:30.000Z,2.6223,-140.0018,5,14.2724157126751,261.773945377861,14.4960091394111,1.48255,0.499786666666667,0.771363333333333,0.413230597014358,0.0249945930361959,0.0765973586534952,5.8968151038693,6.54299536429217,1.11037524360586
2023-02-04T21:19:59.000Z,2.3651,-140.0018,5,11.9740587731075,201.828300355842,11.583412719495,1.66784,0.554143333333333,0.815556666666667,0.560044109799538,0.0326240188552273,0.0884186017751313,6.70415443858317,6.58305629043864,1.0240551854099
2023-02-05T03:57:21.000Z,0.9524,-140.003,5,11.0466772836809,177.433876966359,13.5305330625454,1.74648,0.614426666666667,0.805216666666667,0.630619998397366,0.0425825449274747,0.0855574971545751,6.9669375439723,7.55536302334333,1.1574905275299
2023-02-05T15:11:02.000Z,0.0006,-140.0014,5,14.1701330543848,273.384688004625,11.4926966638848,1.46209666666667,0.50307,0.759163333333333,0.398685143280187,0.025420928784184,0.073494763035956,5.64937999628193,6.94936448683831,0.844875598520706
2023-02-06T03:48:20.000Z,0.0039,-139.997,5,11.2651152144794,223.385921791591,11.6977952692423,1.78867,0.605176666666667,0.791166666666667,0.670862852947004,0.0409486391041965,0.0817575694738234,7.55502839906272,9.14653344796086,0.956303398077845
2023-02-06T15:01:13.000Z,-0.069,-139.6144,5,14.3192540956872,276.610494677782,10.4549874829859,1.50985,0.51711,0.770755,0.433354369674997,0.0272942087937579,0.0764399627824847,6.20205436251413,7.5472559889665,0.798814981901835
2023-02-06T21:18:52.000Z,-0.072,-139.5863,5,10.4074399293766,231.574972246768,8.7338517024106,1.56965333333333,0.563616666666667,0.799996666666667,0.478986387982619,0.0340817273093835,0.0841299377999636,4.99185428615551,7.89297621803463,0.734665173497335
2023-02-07T04:12:22.000Z,0.0014,-139.996,5,10.6916066679293,213.536933082926,13.3035812137482,1.80592666666667,0.614576666666667,0.781216666666667,0.687534888994696,0.0426094600762356,0.0791297519626313,7.34837677464757,9.09877649229833,1.05265725144466
2023-02-07T15:25:14.000Z,0,-139.9961,5,13.738162179314,290.678295622037,11.7784303561138,1.47374,0.502993333333333,0.75593,0.406994626617767,0.0254105547358454,0.0726997092818886,5.59055215642907,7.38637200209919,0.856133843140558
2023-02-07T21:22:43.000Z,0.003,-139.9871,5,11.9495169389912,254.859957532475,10.2493423055176,1.59122666666667,0.54616,0.784903333333333,0.49608831735086,0.0314243265882999,0.0801179010281911,5.93372935638865,8.0082404885756,0.820491517919007
2023-02-08T04:18:21.000Z,-0.7976,-140.0012,5,7.39017394494757,69.2530359560961,6.26619195460779,1.91036,0.682896666666667,0.835636666666667,0.795451943919353,0.0559316553603314,0.0941836064620538,5.88326082852662,3.87294472801412,0.589238879639771
2023-02-08T15:13:11.000Z,-1.9973,-139.9957,5,9.10585138419754,92.7787449264371,7.1918497145755,1.57476,0.53981,0.786,0.482889027052438,0.0304904876297404,0.0803831561258649,4.39476130893752,2.82854119776883,0.578139703968053
2023-02-08T21:30:59.000Z,-2.4963,-140.0009,5,9.92855379265029,110.841394165611,6.51988019352259,1.66323,0.57998,0.817376666666667,0.556097149236672,0.0366938960012155,0.0889284619051053,5.52626173037424,4.06707236990415,0.58001181236475
2023-02-09T04:15:22.000Z,-3.9041,-140.0034,5,7.89477765747263,151.970092325972,8.67411402562304,1.75131666666667,0.587923333333333,0.799166666666667,0.635223456038987,0.0380057824473996,0.0839080330684191,5.01053293667286,5.77393736615307,0.727583204650239
2023-02-09T15:46:16.000Z,-4.0011,-139.9869,5,8.30631012512354,175.052818072793,7.41609853885809,1.46471666666667,0.503346666666667,0.771586666666667,0.40052656928236,0.0254572179252005,0.0766475540477569,3.32745683968539,4.45670727218583,0.56836779650444
2023-02-09T21:24:32.000Z,-4.0011,-139.9869,5,8.25305890287571,164.388436732275,7.1514855409679,1.62277666666667,0.543416666666667,0.797763333333333,0.521730921690671,0.0310192307241332,0.083536069923441,4.30601443478182,5.09922740091142,0.597716408264155
